Date,Shift,Name,Far,Local,Stay,Bad,Absent
2023-02-20,2,Pallet truck 02,0.008819,0.163333,0.827535,0.000208,0.000104
2023-02-20,2,Pallet truck 03,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-20,2,Cart 04,0.065139,0.060590,0.869826,0.001910,0.002535
2023-02-20,2,Forklift 06,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-20,2,Pallet truck 07,0.014687,0.000694,0.984514,0.000000,0.000104
2023-02-20,2,Pallet truck 08,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-20,2,Cart 09,0.024931,0.000000,0.974965,0.000000,0.000104
2023-02-20,2,Cart 10,0.027083,0.002812,0.970000,0.000000,0.000104
2023-02-20,2,Pallet truck 11,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-20,2,Cart 12,0.000000,0.003750,0.996146,0.000000,0.000104
2023-02-20,2,Cart 13,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-20,2,Pallet truck 14,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-20,2,Cart 15,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-20,2,Cart 16,0.000000,0.022361,0.841424,0.000000,0.136215
2023-02-20,2,Forklift 17,0.000000,0.000174,0.999653,0.000069,0.000104
2023-02-20,3,Forklift 01,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-20,3,Pallet truck 02,0.043264,0.097431,0.669479,0.179167,0.010660
2023-02-20,3,Pallet truck 03,0.000000,0.000000,0.761319,0.000000,0.238681
2023-02-20,3,Cart 04,0.001354,0.134444,0.863715,0.000382,0.000104
2023-02-20,3,Forklift 06,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-20,3,Pallet truck 07,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-20,3,Pallet truck 08,0.000000,0.025174,0.974722,0.000000,0.000104
2023-02-20,3,Cart 09,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-20,3,Cart 10,0.005139,0.000000,0.994757,0.000000,0.000104
2023-02-20,3,Pallet truck 11,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-20,3,Cart 12,0.000000,0.000000,0.622708,0.000000,0.377292
2023-02-20,3,Cart 13,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-20,3,Pallet truck 14,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-20,3,Cart 15,0.009444,0.007847,0.961528,0.000000,0.021181
2023-02-20,3,Cart 16,0.000000,0.015868,0.903264,0.000000,0.080868
2023-02-20,3,Forklift 17,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-21,1,Forklift 01,0.042431,0.003021,0.954444,0.000000,0.000104
2023-02-21,1,Pallet truck 02,0.020833,0.048785,0.928785,0.001493,0.000104
2023-02-21,1,Pallet truck 03,0.000000,0.000000,0.732708,0.000000,0.267292
2023-02-21,1,Cart 04,0.026493,0.067222,0.905139,0.001042,0.000104
2023-02-21,1,Cart 05,0.000000,0.000556,0.000833,0.000000,0.998611
2023-02-21,1,Forklift 06,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-21,1,Pallet truck 07,0.000000,0.006285,0.991701,0.000000,0.002014
2023-02-21,1,Pallet truck 08,0.000000,0.000382,0.408403,0.000000,0.591215
2023-02-21,1,Cart 09,0.000000,0.000000,0.776354,0.000000,0.223646
2023-02-21,1,Cart 10,0.017639,0.001389,0.980868,0.000000,0.000104
2023-02-21,1,Pallet truck 11,0.045903,0.015069,0.938924,0.000000,0.000104
2023-02-21,1,Cart 12,0.000000,0.010590,0.713229,0.000000,0.276181
2023-02-21,1,Cart 13,0.009722,0.002049,0.988125,0.000000,0.000104
2023-02-21,1,Cart 15,0.040694,0.025278,0.933924,0.000000,0.000104
2023-02-21,1,Cart 16,0.015035,0.020139,0.912639,0.000000,0.052187
2023-02-21,1,Forklift 17,0.088056,0.011944,0.898958,0.000937,0.000104
2023-02-21,2,Forklift 01,0.033611,0.002396,0.658681,0.000000,0.305312
2023-02-21,2,Pallet truck 02,0.000000,0.012396,0.186181,0.197917,0.603507
2023-02-21,2,Pallet truck 03,0.000000,0.000000,0.825000,0.000000,0.175000
2023-02-21,2,Cart 04,0.043194,0.041493,0.914931,0.000278,0.000104
2023-02-21,2,Forklift 06,0.000000,0.000000,0.677535,0.000000,0.322465
2023-02-21,2,Pallet truck 07,0.000000,0.012361,0.987535,0.000000,0.000104
2023-02-21,2,Pallet truck 08,0.000000,0.000000,0.633889,0.000000,0.366111
2023-02-21,2,Cart 09,0.013854,0.000000,0.986042,0.000000,0.000104
2023-02-21,2,Cart 10,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-21,2,Pallet truck 11,0.000000,0.000000,0.590486,0.000000,0.409514
2023-02-21,2,Cart 12,0.000000,0.001840,0.410938,0.000000,0.587222
2023-02-21,2,Cart 13,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-21,2,Pallet truck 14,0.000000,0.000000,0.201979,0.797917,0.000104
2023-02-21,2,Cart 15,0.000000,0.000174,0.581215,0.000000,0.418611
2023-02-21,2,Cart 16,0.000000,0.000000,0.527257,0.000000,0.472743
2023-02-21,2,Forklift 17,0.000000,0.038125,0.840903,0.003507,0.117465
2023-02-21,3,Forklift 01,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-21,3,Pallet truck 02,0.086424,0.147361,0.608854,0.157257,0.000104
2023-02-21,3,Pallet truck 03,0.011736,0.004792,0.979097,0.000000,0.004375
2023-02-21,3,Cart 04,0.063785,0.192569,0.742917,0.000625,0.000104
2023-02-21,3,Forklift 06,0.000000,0.000000,0.888646,0.000000,0.111354
2023-02-21,3,Pallet truck 07,0.000000,0.000000,0.495729,0.000000,0.504271
2023-02-21,3,Pallet truck 08,0.000000,0.026042,0.853021,0.000000,0.120938
2023-02-21,3,Cart 09,0.000000,0.000000,0.119826,0.000000,0.880174
2023-02-21,3,Cart 10,0.000000,0.000000,0.757465,0.000000,0.242535
2023-02-21,3,Pallet truck 11,0.000000,0.010451,0.864167,0.000139,0.125243
2023-02-21,3,Cart 12,0.000000,0.000972,0.493472,0.000000,0.505556
2023-02-21,3,Cart 13,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-21,3,Pallet truck 14,0.000000,0.000000,0.081181,0.918750,0.000069
2023-02-21,3,Cart 15,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-21,3,Cart 16,0.000000,0.009028,0.879583,0.000000,0.111389
2023-02-21,3,Forklift 17,0.000000,0.005903,0.992986,0.001007,0.000104
2023-02-22,1,Forklift 01,0.018403,0.003785,0.977708,0.000000,0.000104
2023-02-22,1,Pallet truck 02,0.043021,0.105729,0.803958,0.047118,0.000174
2023-02-22,1,Pallet truck 03,0.000000,0.003403,0.607743,0.000000,0.388854
2023-02-22,1,Cart 04,0.026632,0.001840,0.661528,0.000000,0.310000
2023-02-22,1,Forklift 06,0.009410,0.004410,0.986076,0.000000,0.000104
2023-02-22,1,Pallet truck 07,0.000000,0.000000,0.106736,0.000069,0.893194
2023-02-22,1,Pallet truck 08,0.000000,0.004965,0.984826,0.000000,0.010208
2023-02-22,1,Cart 09,0.000000,0.000000,0.499965,0.000000,0.500035
2023-02-22,1,Cart 10,0.000000,0.000000,0.490903,0.000000,0.509097
2023-02-22,1,Pallet truck 11,0.046528,0.000000,0.953368,0.000000,0.000104
2023-02-22,1,Cart 12,0.000000,0.001736,0.486910,0.000000,0.511354
2023-02-22,1,Cart 13,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-22,1,Cart 15,0.022257,0.019861,0.957778,0.000000,0.000104
2023-02-22,1,Cart 16,0.016354,0.011111,0.972431,0.000000,0.000104
2023-02-22,1,Forklift 17,0.049549,0.009201,0.941146,0.000000,0.000104
2023-02-22,2,Forklift 01,0.035417,0.006771,0.957708,0.000000,0.000104
2023-02-22,2,Pallet truck 02,0.008403,0.060208,0.884653,0.046562,0.000174
2023-02-22,2,Pallet truck 03,0.000000,0.002014,0.538056,0.000000,0.459931
2023-02-22,2,Cart 04,0.028958,0.021111,0.485278,0.001042,0.463611
2023-02-22,2,Forklift 06,0.000000,0.000000,0.919201,0.000000,0.080799
2023-02-22,2,Pallet truck 07,0.000000,0.000000,0.521215,0.000000,0.478785
2023-02-22,2,Pallet truck 08,0.013472,0.000000,0.940243,0.000000,0.046285
2023-02-22,2,Cart 09,0.033264,0.003611,0.963021,0.000000,0.000104
2023-02-22,2,Cart 10,0.012951,0.000000,0.986944,0.000000,0.000104
2023-02-22,2,Pallet truck 11,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-22,2,Cart 12,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-22,2,Cart 13,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-22,2,Cart 15,0.000000,0.000000,0.639375,0.000000,0.360625
2023-02-22,2,Cart 16,0.000000,0.063681,0.469479,0.000833,0.466007
2023-02-22,2,Forklift 17,0.000000,0.000000,0.553056,0.000069,0.446875
2023-02-22,3,Forklift 01,0.000000,0.002812,0.648889,0.000000,0.348299
2023-02-22,3,Pallet truck 02,0.012882,0.097569,0.841146,0.042500,0.005903
2023-02-22,3,Pallet truck 03,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-22,3,Cart 04,0.032222,0.052708,0.914861,0.000104,0.000104
2023-02-22,3,Forklift 06,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-22,3,Pallet truck 07,0.000000,0.000417,0.999479,0.000000,0.000104
2023-02-22,3,Pallet truck 08,0.000000,0.012882,0.987014,0.000000,0.000104
2023-02-22,3,Cart 09,0.000000,0.000000,0.311215,0.000000,0.688785
2023-02-22,3,Cart 10,0.000000,0.000000,0.363750,0.000000,0.636250
2023-02-22,3,Pallet truck 11,0.011007,0.000000,0.988889,0.000000,0.000104
2023-02-22,3,Cart 12,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-22,3,Cart 13,0.000000,0.000000,0.185972,0.000000,0.814028
2023-02-22,3,Cart 15,0.000000,0.003750,0.996146,0.000000,0.000104
2023-02-22,3,Cart 16,0.000000,0.113611,0.711146,0.000000,0.175243
2023-02-22,3,Forklift 17,0.029132,0.000000,0.970764,0.000000,0.000104
2023-02-23,1,Forklift 01,0.016146,0.004931,0.880972,0.000000,0.097951
2023-02-23,1,Pallet truck 02,0.086736,0.184028,0.728819,0.000313,0.000104
2023-02-23,1,Pallet truck 03,0.000000,0.006875,0.993021,0.000000,0.000104
2023-02-23,1,Cart 04,0.016944,0.095833,0.749306,0.000521,0.137396
2023-02-23,1,Forklift 06,0.026146,0.001458,0.972292,0.000000,0.000104
2023-02-23,1,Pallet truck 07,0.036389,0.022847,0.605799,0.000000,0.334965
2023-02-23,1,Pallet truck 08,0.047326,0.031146,0.921424,0.000000,0.000104
2023-02-23,1,Cart 09,0.009097,0.008090,0.881389,0.000000,0.101424
2023-02-23,1,Cart 10,0.000000,0.000000,0.880764,0.000000,0.119236
2023-02-23,1,Pallet truck 11,0.004792,0.002778,0.992326,0.000000,0.000104
2023-02-23,1,Cart 12,0.000000,0.001806,0.998090,0.000000,0.000104
2023-02-23,1,Cart 13,0.000000,0.000000,0.878368,0.000000,0.121632
2023-02-23,1,Cart 15,0.015625,0.008160,0.976111,0.000000,0.000104
2023-02-23,1,Forklift 17,0.090313,0.033854,0.874757,0.000972,0.000104
2023-02-23,2,Forklift 01,0.027361,0.004965,0.967569,0.000000,0.000104
2023-02-23,2,Pallet truck 02,0.059931,0.134583,0.709097,0.096319,0.000069
2023-02-23,2,Pallet truck 03,0.000000,0.006493,0.993403,0.000000,0.000104
2023-02-23,2,Cart 04,0.032431,0.215486,0.751563,0.000417,0.000104
2023-02-23,2,Forklift 06,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-23,2,Pallet truck 07,0.000000,0.012118,0.983333,0.000000,0.004549
2023-02-23,2,Pallet truck 08,0.000000,0.001632,0.993715,0.000000,0.004653
2023-02-23,2,Cart 09,0.000000,0.000000,0.934271,0.000000,0.065729
2023-02-23,2,Cart 10,0.000000,0.000000,0.827535,0.000000,0.172465
2023-02-23,2,Pallet truck 11,0.000000,0.000000,0.588750,0.000000,0.411250
2023-02-23,2,Cart 12,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-23,2,Cart 13,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-23,2,Cart 15,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-23,2,Forklift 17,0.000000,0.001215,0.995417,0.003264,0.000104
2023-02-23,3,Forklift 01,0.000000,0.014410,0.643958,0.000000,0.341632
2023-02-23,3,Pallet truck 03,0.015833,0.005590,0.765694,0.000000,0.212882
2023-02-23,3,Cart 04,0.000000,0.000590,0.570208,0.000000,0.429201
2023-02-23,3,Forklift 06,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-23,3,Pallet truck 07,0.000000,0.000000,0.775937,0.000000,0.224062
2023-02-23,3,Pallet truck 08,0.000000,0.012431,0.987465,0.000000,0.000104
2023-02-23,3,Cart 09,0.000000,0.005243,0.879965,0.000000,0.114792
2023-02-23,3,Cart 10,0.000000,0.000000,0.888646,0.000000,0.111354
2023-02-23,3,Pallet truck 11,0.000000,0.000000,0.885833,0.000000,0.114167
2023-02-23,3,Cart 12,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-23,3,Cart 13,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-23,3,Cart 15,0.000000,0.000000,0.926910,0.000000,0.073090
2023-02-23,3,Forklift 17,0.000000,0.000937,0.997639,0.001319,0.000104
2023-02-24,1,Forklift 01,0.000000,0.002118,0.797500,0.000000,0.200382
2023-02-24,1,Pallet truck 03,0.027222,0.000000,0.770451,0.000000,0.202326
2023-02-24,1,Cart 04,0.042465,0.049201,0.702257,0.001597,0.204479
2023-02-24,1,Forklift 06,0.020174,0.000000,0.796528,0.000000,0.183299
2023-02-24,1,Pallet truck 07,0.000000,0.005868,0.763125,0.000000,0.231007
2023-02-24,1,Pallet truck 08,0.027396,0.018021,0.954479,0.000000,0.000104
2023-02-24,1,Cart 09,0.000000,0.004306,0.995590,0.000000,0.000104
2023-02-24,1,Cart 10,0.000000,0.001458,0.998437,0.000000,0.000104
2023-02-24,1,Pallet truck 11,0.014028,0.000000,0.985868,0.000000,0.000104
2023-02-24,1,Cart 12,0.010208,0.001424,0.988264,0.000000,0.000104
2023-02-24,1,Cart 13,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-24,1,Cart 15,0.000000,0.003715,0.747812,0.000000,0.248472
2023-02-24,1,Forklift 17,0.050347,0.019062,0.922083,0.001215,0.007292
2023-02-24,2,Forklift 01,0.040069,0.002500,0.957326,0.000000,0.000104
2023-02-24,2,Pallet truck 02,0.010174,0.064514,0.301701,0.623507,0.000104
2023-02-24,2,Pallet truck 03,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-24,2,Cart 04,0.033611,0.066076,0.898958,0.001250,0.000104
2023-02-24,2,Forklift 06,0.000000,0.000000,0.258264,0.741667,0.000069
2023-02-24,2,Pallet truck 07,0.000000,0.000000,0.133264,0.866667,0.000069
2023-02-24,2,Pallet truck 08,0.000000,0.000000,0.606181,0.393750,0.000069
2023-02-24,2,Cart 09,0.014028,0.001875,0.983993,0.000000,0.000104
2023-02-24,2,Cart 10,0.000000,0.000000,0.460347,0.539583,0.000069
2023-02-24,2,Pallet truck 11,0.000000,0.000000,0.588056,0.187500,0.224444
2023-02-24,2,Cart 12,0.000000,0.000660,0.754931,0.000000,0.244410
2023-02-24,2,Cart 13,0.000000,0.000000,0.209167,0.406250,0.384583
2023-02-24,2,Cart 15,0.000000,0.000000,0.737431,0.262500,0.000069
2023-02-24,2,Forklift 17,0.000000,0.000243,0.920521,0.079167,0.000069
2023-02-25,1,Pallet truck 02,0.000000,0.011632,0.113264,0.000000,0.875104
2023-02-25,1,Cart 04,0.018194,0.025937,0.080764,0.000000,0.875104
2023-02-25,1,Forklift 06,0.000000,0.000174,0.000035,1.121528,-0.121736
2023-02-25,1,Cart 09,0.000000,0.002951,0.000347,1.102083,-0.105382
2023-02-25,1,Cart 10,0.000000,0.000000,0.000035,1.119514,-0.119549
2023-02-25,1,Pallet truck 11,0.000000,0.002604,0.000313,1.091250,-0.094167
2023-02-25,1,Cart 12,0.000000,0.022500,0.090278,0.012118,0.875104
2023-02-25,1,Cart 13,0.000000,0.001146,0.000208,1.116806,-0.118160
2023-02-25,1,Cart 15,0.000000,0.000417,0.000000,1.113125,-0.113542
2023-02-26,1,Forklift 17,0.000000,0.000000,0.127396,0.000000,0.872604
2023-02-27,1,Forklift 01,0.084132,0.081250,0.834514,0.000000,0.000104
2023-02-27,1,Pallet truck 02,0.081076,0.027187,0.885417,0.000000,0.006319
2023-02-27,1,Pallet truck 03,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-27,1,Cart 04,0.072153,0.007674,0.918021,0.000000,0.002153
2023-02-27,1,Cart 05,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-27,1,Forklift 06,0.036528,0.003472,0.959896,0.000000,0.000104
2023-02-27,1,Pallet truck 07,0.029132,0.031979,0.936146,0.000000,0.002743
2023-02-27,1,Pallet truck 08,0.069132,0.022882,0.817639,0.081250,0.009097
2023-02-27,1,Cart 09,0.024132,0.016667,0.959097,0.000000,0.000104
2023-02-27,1,Cart 10,0.056667,0.032500,0.903681,0.000000,0.007153
2023-02-27,1,Pallet truck 11,0.011146,0.003854,0.984896,0.000000,0.000104
2023-02-27,1,Cart 12,0.021042,0.002847,0.976007,0.000000,0.000104
2023-02-27,1,Cart 13,0.011736,0.007535,0.980625,0.000000,0.000104
2023-02-27,1,Pallet truck 14,0.000000,0.006319,0.993576,0.000000,0.000104
2023-02-27,1,Cart 15,0.014861,0.021667,0.608576,0.352083,0.002812
2023-02-27,1,Cart 16,0.010972,0.006632,0.982292,0.000000,0.000104
2023-02-27,1,Forklift 17,0.013472,0.015868,0.301111,0.666667,0.002882
2023-02-27,2,Forklift 01,0.035660,0.056840,0.739965,0.000000,0.167535
2023-02-27,2,Pallet truck 02,0.000000,0.014965,0.264410,0.406250,0.314375
2023-02-27,2,Pallet truck 03,0.000000,0.000243,0.663681,0.001458,0.334618
2023-02-27,2,Cart 04,0.034444,0.022083,0.942292,0.000000,0.001181
2023-02-27,2,Cart 05,0.012743,0.000521,0.952951,0.000000,0.033785
2023-02-27,2,Forklift 06,0.016979,0.014514,0.648403,0.000000,0.320104
2023-02-27,2,Pallet truck 07,0.054410,0.000000,0.944097,0.000000,0.001493
2023-02-27,2,Pallet truck 08,0.012778,0.005694,0.791632,0.000000,0.189896
2023-02-27,2,Cart 09,0.004792,0.000729,0.681493,0.000000,0.312986
2023-02-27,2,Cart 10,0.016319,0.001632,0.811042,0.000000,0.171007
2023-02-27,2,Pallet truck 11,0.000000,0.001250,0.997674,0.000000,0.001076
2023-02-27,2,Cart 12,0.000000,0.000764,0.775417,0.000000,0.223819
2023-02-27,2,Cart 13,0.008646,0.001632,0.669687,0.000000,0.320035
2023-02-27,2,Pallet truck 14,0.000000,0.001007,0.774826,0.000000,0.224167
2023-02-27,2,Cart 15,0.000000,0.001076,0.791632,0.000000,0.207292
2023-02-27,2,Cart 16,0.000486,0.010625,0.570312,0.000000,0.418576
2023-02-27,2,Forklift 17,0.000000,0.027639,0.948090,0.000000,0.024271
2023-02-27,3,Forklift 01,0.000000,0.078507,0.921389,0.000000,0.000104
2023-02-27,3,Pallet truck 03,0.016736,0.000000,0.983160,0.000000,0.000104
2023-02-27,3,Cart 04,0.000000,0.013229,0.857431,0.000000,0.129340
2023-02-27,3,Cart 05,0.000000,0.003854,0.996042,0.000000,0.000104
2023-02-27,3,Forklift 06,0.045590,0.016563,0.937743,0.000000,0.000104
2023-02-27,3,Pallet truck 07,0.000000,0.007847,0.794861,0.000000,0.197292
2023-02-27,3,Pallet truck 08,0.007465,0.047847,0.826458,0.000208,0.118021
2023-02-27,3,Cart 09,0.000000,0.001528,0.998368,0.000000,0.000104
2023-02-27,3,Cart 10,0.015035,0.003229,0.876736,0.000000,0.105000
2023-02-27,3,Pallet truck 11,0.000000,0.008472,0.832326,0.000000,0.159201
2023-02-27,3,Cart 12,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-27,3,Cart 13,0.000000,0.005764,0.994132,0.000000,0.000104
2023-02-27,3,Pallet truck 14,0.000000,0.008160,0.991736,0.000000,0.000104
2023-02-27,3,Cart 15,0.000000,0.005729,0.994167,0.000000,0.000104
2023-02-27,3,Cart 16,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-27,3,Forklift 17,0.026701,0.002708,0.904861,0.000000,0.065729
2023-02-28,1,Forklift 01,0.020243,0.010729,0.791632,0.000000,0.177396
2023-02-28,1,Pallet truck 02,0.071111,0.011493,0.629340,0.283333,0.004722
2023-02-28,1,Pallet truck 03,0.031181,0.001528,0.747986,0.000000,0.219306
2023-02-28,1,Cart 04,0.072847,0.010556,0.910625,0.000000,0.005972
2023-02-28,1,Cart 05,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-28,1,Forklift 06,0.063646,0.013299,0.878021,0.000000,0.045035
2023-02-28,1,Pallet truck 07,0.014583,0.011910,0.969271,0.000000,0.004236
2023-02-28,1,Pallet truck 08,0.102986,0.032569,0.859201,0.000000,0.005243
2023-02-28,1,Cart 09,0.000000,0.013715,0.895069,0.000000,0.091215
2023-02-28,1,Cart 10,0.092743,0.010035,0.897118,0.000000,0.000104
2023-02-28,1,Pallet truck 11,0.000000,0.000833,0.999062,0.000000,0.000104
2023-02-28,1,Cart 12,0.000000,0.002708,0.997188,0.000000,0.000104
2023-02-28,1,Cart 13,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-28,1,Pallet truck 14,0.000000,0.004792,0.825313,0.000000,0.169896
2023-02-28,1,Cart 15,0.018299,0.000972,0.980417,0.000000,0.000313
2023-02-28,1,Cart 16,0.000000,0.023958,0.975938,0.000000,0.000104
2023-02-28,1,Forklift 17,0.071389,0.082153,0.571910,0.272917,0.001632
2023-02-28,2,Forklift 01,0.009271,0.060764,0.924340,0.000000,0.005625
2023-02-28,2,Pallet truck 02,0.013437,0.020972,0.961771,0.000000,0.003819
2023-02-28,2,Pallet truck 03,0.000000,0.011181,0.982639,0.000000,0.006181
2023-02-28,2,Cart 04,0.016944,0.004792,0.971944,0.000139,0.006181
2023-02-28,2,Cart 05,0.000000,0.005729,0.290833,0.652083,0.051354
2023-02-28,2,Forklift 06,0.000000,0.051875,0.802257,0.000347,0.145521
2023-02-28,2,Pallet truck 07,0.000000,0.004167,0.853715,0.000000,0.142118
2023-02-28,2,Pallet truck 08,0.000000,0.000000,0.903160,0.000000,0.096840
2023-02-28,2,Cart 09,0.012083,0.000000,0.842431,0.000000,0.145486
2023-02-28,2,Cart 10,0.000000,0.000347,0.992361,0.000000,0.007292
2023-02-28,2,Pallet truck 11,0.000000,0.003229,0.882118,0.000000,0.114653
2023-02-28,2,Cart 12,0.000000,0.001597,0.991389,0.000000,0.007014
2023-02-28,2,Cart 13,0.000000,0.000729,0.990660,0.000000,0.008611
2023-02-28,2,Pallet truck 14,0.000000,0.000000,0.993160,0.000000,0.006840
2023-02-28,2,Cart 15,0.000000,0.000000,0.860590,0.000000,0.139410
2023-02-28,2,Cart 16,0.000000,0.000833,0.995764,0.000000,0.003403
2023-02-28,2,Forklift 17,0.000000,0.025660,0.800208,0.000000,0.174132
2023-02-28,3,Forklift 01,0.000000,0.041597,0.958299,0.000000,0.000104
2023-02-28,3,Pallet truck 02,0.000000,0.040660,0.959236,0.000000,0.000104
2023-02-28,3,Pallet truck 03,0.002222,0.000000,0.916285,0.000000,0.081493
2023-02-28,3,Cart 04,0.000000,0.003438,0.996458,0.000000,0.000104
2023-02-28,3,Cart 05,0.000000,0.000000,0.427083,0.510417,0.062500
2023-02-28,3,Forklift 06,0.025486,0.018056,0.956354,0.000000,0.000104
2023-02-28,3,Pallet truck 07,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-28,3,Pallet truck 08,0.023056,0.046979,0.922778,0.000000,0.007188
2023-02-28,3,Cart 09,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-28,3,Cart 10,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-28,3,Pallet truck 11,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-28,3,Cart 12,0.000000,0.001979,0.997917,0.000000,0.000104
2023-02-28,3,Cart 13,0.000000,0.001632,0.907951,0.000000,0.090417
2023-02-28,3,Pallet truck 14,0.018889,0.005035,0.975972,0.000000,0.000104
2023-02-28,3,Cart 15,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-28,3,Cart 16,0.000000,0.000000,0.999896,0.000000,0.000104
2023-02-28,3,Forklift 17,0.017222,0.011458,0.971215,0.000000,0.000104
2023-03-01,1,Forklift 01,0.091493,0.019340,0.702743,0.000000,0.186424
2023-03-01,1,Pallet truck 02,0.099583,0.034410,0.850104,0.000000,0.015903
2023-03-01,1,Pallet truck 03,0.000000,0.000000,0.999896,0.000000,0.000104
2023-03-01,1,Cart 04,0.048229,0.004757,0.942847,0.000000,0.004167
2023-03-01,1,Cart 05,0.000000,0.000000,0.995590,0.000000,0.004410
2023-03-01,1,Forklift 06,0.000000,0.032500,0.828681,0.000000,0.138819
2023-03-01,1,Pallet truck 07,0.013889,0.003472,0.982535,0.000000,0.000104
2023-03-01,1,Pallet truck 08,0.037222,0.021389,0.937535,0.000000,0.003854
2023-03-01,1,Cart 09,0.066215,0.016493,0.769757,0.000000,0.147535
2023-03-01,1,Cart 10,0.017639,0.002951,0.978924,0.000000,0.000486
2023-03-01,1,Pallet truck 11,0.006285,0.000000,0.993611,0.000000,0.000104
2023-03-01,1,Cart 12,0.000000,0.000000,0.868264,0.000000,0.131736
2023-03-01,1,Cart 13,0.000000,0.002257,0.997639,0.000000,0.000104
2023-03-01,1,Pallet truck 14,0.010764,0.006667,0.970174,0.000000,0.012396
2023-03-01,1,Cart 15,0.014618,0.004618,0.979965,0.000000,0.000799
2023-03-01,1,Cart 16,0.006354,0.012535,0.981007,0.000000,0.000104
2023-03-01,1,Forklift 17,0.099236,0.134514,0.761181,0.000000,0.005069
2023-03-01,2,Forklift 01,0.008924,0.045625,0.945347,0.000000,0.000104
2023-03-01,2,Pallet truck 02,0.000000,0.006840,0.993056,0.000000,0.000104
2023-03-01,2,Pallet truck 03,0.000000,0.000000,0.999896,0.000000,0.000104
2023-03-01,2,Cart 04,0.032014,0.007049,0.953785,0.000174,0.006979
2023-03-01,2,Cart 05,0.012118,0.000000,0.987778,0.000000,0.000104
2023-03-01,2,Forklift 06,0.000000,0.015556,0.984271,0.000069,0.000104
2023-03-01,2,Pallet truck 07,0.018750,0.008715,0.972431,0.000000,0.000104
2023-03-01,2,Pallet truck 08,0.000000,0.001597,0.998299,0.000000,0.000104
2023-03-01,2,Cart 09,0.000000,0.000000,0.999896,0.000000,0.000104
2023-03-01,2,Cart 10,0.000000,0.000868,0.841528,0.000000,0.157604
2023-03-01,2,Pallet truck 11,0.000000,0.000000,0.999896,0.000000,0.000104
2023-03-01,2,Cart 12,0.000000,0.000000,0.999896,0.000000,0.000104
2023-03-01,2,Cart 13,0.000000,0.000000,0.999896,0.000000,0.000104
2023-03-01,2,Pallet truck 14,0.000000,0.000000,0.999896,0.000000,0.000104
2023-03-01,2,Cart 15,0.000000,0.000000,0.999896,0.000000,0.000104
2023-03-01,2,Cart 16,0.000000,0.008160,0.991701,0.000000,0.000139
2023-03-01,2,Forklift 17,0.006736,0.034792,0.958368,0.000000,0.000104
2023-03-01,3,Forklift 01,0.000000,0.010174,0.943160,0.000000,0.046667
