Date,Shift,Name,T1,T2,Dt,From,To,Way,Std,S,V
23-03-08,2,Pallet truck 02,20:53:11,20:58:40,329,shear_rolled_vane_cell,cell_16,1,15.401134,192.521044,0.585170
23-03-08,2,Cart 04,17:06:10,17:10:12,242,clearing_bldg,machine_shop,1,49.814551,221.855799,0.916760
23-03-08,2,Cart 05,15:32:57,15:34:04,67,clearing_bldg,cell_16,1,18.272988,101.824068,1.519762
23-03-08,2,Cart 05,15:35:27,15:38:51,204,cell_16,bldg_2_entry_area,1,31.282355,210.543832,1.032078
23-03-08,2,Cart 05,15:39:50,15:43:27,217,bldg_2_entry_area,tool_storage,1,37.221665,211.262186,0.973558
23-03-08,2,Cart 05,22:22:07,22:24:51,164,clearing_bldg,cell_16,2,19.327958,166.277823,1.013889
23-03-08,2,Cart 09,17:07:17,17:12:39,322,sheet_metal,tool_storage,2,52.743677,434.500801,1.349381
23-03-08,2,Cart 09,19:19:27,19:29:29,602,sheet_metal,tool_storage,2,57.313853,512.813755,0.851850
23-03-08,2,Cart 10,18:28:38,18:31:44,186,sheet_metal,clearing_bldg,1,50.678515,205.708770,1.105961
23-03-08,2,Cart 10,18:32:10,18:34:55,165,clearing_bldg,trunion_cell,1,41.426840,171.824876,1.041363
23-03-08,3,Forklift 01,23:00:01,23:04:47,286,press_room,tool_storage,1,19.409114,335.864563,1.174352
23-03-08,3,Forklift 01,05:39:54,05:42:49,175,clearing_bldg,machine_shop,1,43.189978,210.203840,1.201165
23-03-08,3,Cart 04,23:28:22,23:30:02,100,sheet_metal,cell_16,1,35.593470,260.152330,2.601523
23-03-08,3,Pallet truck 08,06:43:06,06:46:23,197,machine_shop,tool_storage,2,22.911515,193.437208,0.981915
23-03-08,3,Cart 15,06:20:32,06:22:28,116,cell_16,clearing_bldg,1,15.454084,84.166406,0.725572
23-03-08,3,Cart 15,06:23:02,06:24:20,78,clearing_bldg,cell_16,1,16.966860,76.380903,0.979242
23-03-09,1,Forklift 01,07:04:45,07:06:42,117,unknown,clearing_bldg,1,39.948835,172.588482,1.475115
23-03-09,1,Forklift 01,09:36:07,09:37:57,110,clearing_bldg,machine_shop,1,51.984277,235.693633,2.142669
23-03-09,1,Forklift 01,11:05:45,11:08:02,137,sheet_metal,clearing_bldg,1,38.365387,258.562767,1.887319
23-03-09,1,Cart 04,07:07:22,07:11:56,274,clearing_bldg,cell_16,2,18.019322,189.918588,0.693134
23-03-09,1,Cart 04,07:24:51,07:28:02,191,clearing_bldg,cell_16,1,20.581803,156.882804,0.821376
23-03-09,1,Cart 04,07:28:58,07:29:36,38,cell_16,clearing_bldg,1,17.110141,74.288593,1.954963
23-03-09,1,Cart 04,07:36:40,07:40:05,205,cell_16,nozzle_cell,1,34.378899,241.980879,1.180395
23-03-09,1,Cart 04,07:40:32,07:43:46,194,nozzle_cell,clearing_bldg,1,46.729678,175.602277,0.905166
23-03-09,1,Cart 04,08:37:23,08:47:25,602,clearing_bldg,sheet_metal,2,59.521478,623.950528,1.036463
23-03-09,1,Cart 04,09:45:11,09:49:46,275,clearing_bldg,sheet_metal,1,44.487795,254.203280,0.924376
23-03-09,1,Cart 04,09:53:13,09:55:59,166,sheet_metal,clearing_bldg,1,53.935552,223.934192,1.349001
23-03-09,1,Cart 04,11:00:34,11:04:12,218,clearing_bldg,sheet_metal,1,52.917778,229.088644,1.050865
23-03-09,1,Cart 04,11:06:25,11:09:10,165,trunion_cell,clearing_bldg,1,52.985826,254.253781,1.540932
23-03-09,1,Cart 04,13:56:33,14:02:25,352,clearing_bldg,sheet_metal,2,47.619154,496.506911,1.410531
23-03-09,1,Cart 04,14:37:30,14:40:28,178,clearing_bldg,tool_storage,2,15.516339,200.283336,1.125187
23-03-09,1,Cart 04,14:42:29,14:49:54,445,clearing_bldg,sheet_metal,2,54.117259,528.377732,1.187366
23-03-09,1,Cart 04,14:55:49,14:59:58,249,clearing_bldg,machine_shop,1,54.539363,293.247063,1.177699
23-03-09,1,Pallet truck 07,09:05:20,09:07:58,158,machine_shop,sheet_metal,1,23.212952,195.946376,1.240167
23-03-09,1,Pallet truck 07,12:40:28,12:43:09,161,sheet_metal,clearing_bldg,1,45.889638,276.548679,1.717694
23-03-09,1,Pallet truck 07,12:43:33,12:45:55,142,clearing_bldg,shear_rolled_vane_cell,1,21.280199,84.844930,0.597500
23-03-09,1,Pallet truck 07,12:46:19,12:48:39,140,shear_rolled_vane_cell,sheet_metal,1,42.662298,163.961677,1.171155
23-03-09,1,Pallet truck 07,14:09:30,14:15:14,344,sheet_metal,shear_rolled_vane_cell,1,51.917316,364.302220,1.059018
23-03-09,1,Pallet truck 07,14:15:42,14:18:32,170,shear_rolled_vane_cell,sheet_metal,1,43.640382,199.983010,1.176371
23-03-09,1,Cart 09,12:09:42,12:10:57,75,unknown,machine_shop,1,18.128115,74.977650,0.999702
23-03-09,1,Cart 12,09:04:01,09:13:53,592,laser,tool_storage,2,40.656063,628.810330,1.062180
23-03-09,1,Cart 13,07:50:23,07:52:13,110,laser,shear_rolled_vane_cell,1,29.448726,163.797203,1.489065
23-03-09,1,Cart 13,07:55:56,07:59:28,212,shear_rolled_vane_cell,machine_shop,1,42.853730,243.394941,1.148089
23-03-09,1,Cart 13,14:49:42,14:53:54,252,laser,tool_storage,2,38.791100,313.194762,1.242836
23-03-09,1,Cart 15,07:33:25,07:37:00,215,cell_16,laser,1,24.620241,203.922048,0.948475
23-03-09,1,Cart 15,07:38:10,07:39:34,84,laser,cell_16,1,22.259227,112.765469,1.342446
23-03-09,1,Cart 15,11:09:03,11:10:44,101,cell_16,tool_storage,2,15.119615,182.412827,1.806068
23-03-09,1,Cart 15,11:27:27,11:32:48,321,cell_16,trunion_cell,1,37.023409,221.594376,0.690325
23-03-09,1,Cart 15,11:34:06,11:36:16,130,trunion_cell,cell_16,1,26.275878,162.147389,1.247288
23-03-09,1,Cart 16,08:13:44,08:22:14,510,unknown,cell_16,1,42.318424,496.476649,0.973484
23-03-09,1,Forklift 17,09:42:07,09:46:20,253,shear_rolled_vane_cell,trunion_cell,1,50.373259,294.186162,1.162791
23-03-09,1,Forklift 17,09:47:02,09:49:04,122,trunion_cell,tool_storage,1,62.590116,218.220232,1.788690
23-03-09,1,Forklift 17,09:51:11,09:54:10,179,tool_storage,shear_rolled_vane_cell,1,15.286555,179.620933,1.003469
23-03-09,1,Forklift 17,09:56:33,10:05:54,561,shear_rolled_vane_cell,tool_storage,2,16.449268,438.337525,0.781350
23-03-09,1,Forklift 17,11:01:36,11:04:14,158,shear_rolled_vane_cell,press_room,1,16.510594,105.677764,0.668847
23-03-09,1,Forklift 17,11:06:55,11:13:37,402,press_room,tool_storage,1,45.856771,421.271406,1.047939
23-03-09,1,Forklift 17,11:42:47,11:48:19,332,shear_rolled_vane_cell,unknown,1,67.522731,516.526290,1.555802
23-03-09,1,Forklift 17,13:33:53,13:35:33,100,tool_storage,tool_room,1,18.825908,142.900353,1.429004
23-03-09,1,Forklift 17,13:37:34,13:40:13,159,tool_room,tool_storage,1,40.739060,244.814213,1.539712
23-03-09,1,Forklift 17,14:05:34,14:10:24,290,press_room,unknown,1,54.642509,413.330413,1.425277
23-03-09,1,Forklift 17,14:10:47,14:17:12,385,unknown,shear_rolled_vane_cell,1,44.512490,400.640902,1.040626
23-03-09,2,Forklift 01,18:31:22,18:33:22,120,clearing_bldg,machine_shop,1,39.406646,170.264387,1.418870
23-03-09,2,Forklift 01,18:52:57,18:55:19,142,sheet_metal,clearing_bldg,1,57.377757,200.006810,1.408499
23-03-09,2,Cart 04,18:51:37,18:54:28,171,unknown,clearing_bldg,1,48.629931,246.529198,1.441691
23-03-09,2,Cart 04,21:25:31,21:29:23,232,clearing_bldg,sheet_metal,1,52.081609,233.031252,1.004445
23-03-09,2,Cart 04,21:45:36,21:47:33,117,laser,clearing_bldg,1,40.129985,167.950614,1.435475
23-03-09,2,Cart 04,22:29:03,22:40:14,671,clearing_bldg,sheet_metal,2,52.228070,632.169093,0.942130
23-03-09,2,Pallet truck 07,16:50:33,16:54:02,209,machine_shop,clearing_bldg,1,55.858405,245.265446,1.173519
23-03-09,2,Pallet truck 07,16:54:27,16:57:16,169,clearing_bldg,sheet_metal,1,48.709425,192.101572,1.136696
23-03-09,2,Cart 16,20:57:20,20:59:11,111,clearing_bldg,unknown,1,17.355154,138.514810,1.247881
23-03-09,3,Cart 04,04:54:52,04:57:06,134,clearing_bldg,press_room,1,21.757126,129.877842,0.969238
23-03-09,3,Cart 10,05:59:55,06:01:28,93,sheet_metal,unknown,1,16.219046,74.820717,0.804524
23-03-09,3,Cart 10,06:02:10,06:08:32,382,unknown,machine_shop,1,47.234285,349.771995,0.915633
23-03-10,1,Forklift 01,10:21:36,10:26:01,265,clearing_bldg,sheet_metal,1,60.845101,320.359612,1.208904
23-03-10,1,Forklift 01,10:26:45,10:29:43,178,sheet_metal,clearing_bldg,1,58.438542,236.839379,1.330558
23-03-10,1,Forklift 01,12:50:32,12:51:35,63,clearing_bldg,unknown,1,42.971696,168.425647,2.673423
23-03-10,1,Forklift 01,12:54:14,12:54:53,39,bldg_2_entry_area,clearing_bldg,1,37.567158,127.175135,3.260901
23-03-10,1,Pallet truck 02,12:26:35,12:31:03,268,clearing_bldg,machine_shop,1,47.239002,219.880308,0.820449
23-03-10,1,Pallet truck 02,12:31:30,12:33:51,141,machine_shop,clearing_bldg,1,47.964190,209.100244,1.482980
23-03-10,1,Pallet truck 02,13:48:58,13:55:19,381,clearing_bldg,sheet_metal,2,53.706493,477.692504,1.253786
23-03-10,1,Cart 04,10:53:57,10:56:42,165,shear_rolled_vane_cell,clearing_bldg,1,18.759207,216.138457,1.309930
23-03-10,1,Cart 04,10:58:14,11:01:01,167,clearing_bldg,machine_shop,1,40.457497,198.405992,1.188060
23-03-10,1,Cart 04,11:10:56,11:13:28,152,sheet_metal,press_room,1,48.491740,213.442012,1.404224
23-03-10,1,Cart 04,12:26:19,12:27:40,81,shear_rolled_vane_cell,cell_16,1,18.210942,94.723606,1.169427
23-03-10,1,Cart 04,13:48:43,13:53:37,294,clearing_bldg,sheet_metal,1,52.030073,281.424791,0.957227
23-03-10,1,Cart 04,13:54:38,13:59:24,286,sheet_metal,clearing_bldg,1,63.312562,354.912874,1.240954
23-03-10,1,Cart 04,14:35:09,14:40:18,309,shear_rolled_vane_cell,clearing_bldg,1,54.613829,383.404974,1.240793
23-03-10,1,Forklift 06,08:34:07,08:41:29,442,unknown,shear_rolled_vane_cell,1,50.006129,454.071159,1.027310
23-03-10,1,Forklift 06,08:41:50,08:44:44,174,shear_rolled_vane_cell,sheet_metal,1,62.502841,318.258573,1.829072
23-03-10,1,Pallet truck 08,07:31:56,07:42:52,656,sheet_metal,tool_storage,2,44.426411,724.362118,1.104211
23-03-10,1,Pallet truck 08,08:11:42,08:14:06,144,sheet_metal,machine_shop,1,20.066612,154.853861,1.075374
23-03-10,1,Pallet truck 08,08:52:10,08:59:07,417,sheet_metal,tool_storage,2,57.948961,525.851038,1.261034
23-03-10,1,Pallet truck 08,11:12:57,11:19:17,380,machine_shop,sheet_metal,1,53.794313,445.155939,1.171463
23-03-10,1,Cart 10,13:34:41,13:37:10,149,sheet_metal,tool_storage,2,16.856503,154.860136,1.039330
23-03-10,1,Cart 15,12:33:48,12:39:35,347,cell_16,tool_room,1,29.862480,302.407568,0.871492
23-03-10,1,Forklift 17,07:58:19,08:00:05,106,shear_rolled_vane_cell,cell_16,1,22.023255,131.942473,1.244740
23-03-10,1,Forklift 17,08:02:44,08:04:14,90,cell_16,shear_rolled_vane_cell,1,15.007752,112.095706,1.245508
23-03-10,1,Forklift 17,08:39:52,08:41:28,96,shear_rolled_vane_cell,tool_storage,1,15.828365,127.196792,1.324967
23-03-10,1,Forklift 17,08:42:20,08:51:12,532,tool_storage,shear_rolled_vane_cell,1,68.888337,705.512349,1.326151
23-03-10,1,Forklift 17,12:24:35,12:27:34,179,clearing_bldg,tool_storage,2,15.237629,228.775493,1.278075
23-03-10,1,Forklift 17,12:28:15,12:33:16,301,clearing_bldg,tool_storage,1,65.639282,576.704796,1.915963
23-03-10,1,Forklift 17,12:51:43,12:54:50,187,tool_storage,laser,1,66.405730,292.628382,1.564858
23-03-10,1,Forklift 17,12:58:19,13:00:58,159,bldg_2_entry_area,tool_storage,1,37.402415,194.082919,1.220647
23-03-10,1,Forklift 17,14:27:50,14:30:32,162,shear_rolled_vane_cell,unknown,1,49.315549,449.105918,2.772259
23-03-10,2,Forklift 01,22:16:15,22:19:55,220,tool_storage,machine_shop,1,51.792367,210.564560,0.957112
23-03-10,2,Forklift 01,22:26:29,22:28:36,127,sheet_metal,tool_storage,1,47.248326,247.105115,1.945710
23-03-10,2,Cart 04,18:14:56,18:17:36,160,clearing_bldg,sheet_metal,1,43.464156,180.702251,1.129389
23-03-10,2,Cart 04,18:20:59,18:23:49,170,unknown,clearing_bldg,1,49.000703,194.613190,1.144783
23-03-10,2,Cart 09,16:19:56,16:23:19,203,sheet_metal,clearing_bldg,1,50.281722,271.031327,1.335130
23-03-10,2,Cart 09,16:23:49,16:27:34,225,clearing_bldg,machine_shop,1,55.742469,217.671153,0.967427
23-03-11,1,Pallet truck 07,09:05:32,09:12:58,446,trunion_cell,sheet_metal,1,52.234092,436.503856,0.978708
