"device_id","timestamp","indoor","building_id","floor_id","lat","lng","x","y","yaw","accuracy","user_id"
"365002693688","2023-02-26T09:00:01Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,70.05,3.38,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:02Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,70.31,3.38,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:03Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,70.21,3.38,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:04Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,70.59,3.38,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:05Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,70.65,3.38,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:06Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,70.37,3.38,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:07Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.94,3.39,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:08Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,70.05,3.34,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:09Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.92,3.31,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:10Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.57,3.29,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:11Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.31,3.28,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:12Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.37,3.27,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:13Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.66,3.3,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:14Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.36,3.28,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:15Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.56,3.31,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:16Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.75,3.34,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:17Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,70.1,3.35,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:18Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,70.07,3.36,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:19Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.99,3.37,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:20Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.89,3.37,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:21Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.95,3.38,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:22Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.98,3.38,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:23Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.99,3.38,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:24Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,70.46,3.38,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:25Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.97,3.34,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:26Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.61,3.31,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:27Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.64,3.33,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:28Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.68,3.31,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:29Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.61,3.29,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:30Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.14,3.27,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:31Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.31,3.26,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
"365002693688","2023-02-26T09:00:32Z","true",12640,39568,40.1270403,-87.6445599,46.5,25.5,69.19,3.26,"8c96bd65-0a8b-44a7-aa37-3051e7caa06f"
